Time,LorR,Question,Character,Answer_State,Answer_Time
2.243162,left,9999,xx,irrelevant_answer,9999
11.20546,left,5,L,correct,1.239948
17.34884,left,3,L,correct,1.366768
21.87821,left,1,L,correct,0.8371086
27.74979,left,2,L,correct,0.9347115
33.15411,left,4,L,correct,0.7884483
37.29302,right,6,R,correct,1.491245
41.40316,right,3,R,correct,1.021599
45.71711,right,5,R,correct,0.7749786
50.22924,left,6,L,correct,0.8651428
53.60499,right,1,R,correct,0.8543549
57.74017,right,2,R,correct,0.669487
62.84844,right,4,R,correct,1.497482
66.3856,right,1,R,correct,0.8621979
69.994,left,6,L,correct,0.732338
73.48921,right,2,R,correct,1.04541
77.36983,left,4,L,correct,0.6759415
80.74512,left,5,L,correct,0.7233276
86.34941,right,3,R,correct,0.9385757
89.60406,left,2,L,correct,0.8087006
92.8479,right,4,R,correct,1.139633
96.40503,left,1,L,correct,0.7056122
101.5292,right,5,R,correct,0.6693726
107.0672,left,3,L,correct,0.6483459
112.6247,right,6,R,correct,0.7960358
116.5269,right,1,R,correct,0.6835175