Time,LorR,Question,Character,Answer_State,Answer_Time
12.19902,right,3,R,correct,0.8409386
17.62651,left,5,L,correct,0.834549
22.55344,left,2,L,correct,0.6994362
27.3477,left,1,L,correct,0.9004173
32.37299,right,4,R,correct,0.8245125
36.42787,left,6,L,correct,0.9781151
41.05762,left,4,L,correct,1.551746
46.55236,right,6,R,correct,0.8800507
52.78221,right,5,R,correct,1.267799
55.55841,left,3,L,correct,0.7413635
60.96082,right,1,R,correct,0.6672897
64.52131,right,2,R,correct,0.732605
68.63914,left,6,L,correct,1.502991
73.88993,right,2,R,correct,0.7633057
79.0722,right,5,R,correct,0.6799393
83.53872,right,4,R,correct,1.249313
88.08875,right,1,R,correct,0.6939316
92.2247,left,3,L,correct,0.8105545
98.18207,right,6,L,character_mistake,1.09861
98.36986,left,9999,xx,irrelevant_answer,9999
103.4728,right,3,R,correct,0.7007904
107.1875,left,5,L,correct,0.7665863
112.6133,left,1,L,correct,0.7711945
115.9004,right,2,R,correct,0.9694519
122.0054,right,4,R,correct,1.173996
126.6582,left,2,L,corre
