Time,LorR,Question,Character,Answer_State,Answer_Time
10.19349,right,5,R,correct,1.063347
14.82327,left,1,L,correct,1.049782
19.96795,left,2,L,correct,0.83564
23.58401,right,6,R,correct,1.411453
28.06348,right,4,R,correct,0.8576851
32.47502,left,3,L,correct,1.810715
37.14278,right,3,R,correct,0.5294418
41.64567,right,2,R,correct,0.4988327
47.4017,left,4,L,correct,0.79245
50.67688,left,5,L,correct,0.7417679
53.56836,right,1,R,correct,0.6653137
57.02188,left,6,L,correct,1.101456
62.09173,left,5,L,correct,0.5616837
66.47135,right,3,R,correct,0.8406219
72.24104,right,2,R,correct,0.7834778
81.82789,right,4,R,correct,1.037827
85.1869,right,1,R,correct,0.969696
88.37613,right,2,R,correct,0.8010941
92.64319,right,5,L,character_mistake,0.6740875
96.77056,left,3,L,correct,1.338287
101.1983,right,6,R,correct,1.008102
106.6729,right,4,R,correct,0.7760315
112.1642,right,1,R,correct,0.8468018
117.778,left,2,L,correct,1.068527
120.9096,right,3,R,correct,0.6568451
124.26,right,5,R,correct,0.7727966