Time,LorR,Question,Character,Answer_State,Answer_Time
3.593767,left,9999,xx,irrelevant_answer,9999
12.8969,right,6,R,correct,0.9378166
18.55946,right,3,R,correct,1.146103
22.32622,left,5,L,correct,1.00124
26.00973,left,2,L,correct,1.492249
30.28533,left,4,L,correct,0.7271042
33.62158,left,1,L,correct,0.9725151
38.98439,right,4,R,correct,0.7341614
43.03772,left,3,L,correct,0.8742447
48.03638,right,9999,xxx,irrelevant_answer,9999
52.97215,right,5,R,correct,1.325241
57.61609,left,6,L,correct,1.007469
62.81811,right,1,R,correct,1.022278
66.7244,left,4,L,correct,1.414665
70.50272,right,6,R,correct,0.940712
75.05367,right,5,R,correct,0.8469238
78.48689,right,2,R,correct,0.7054596
82.55563,right,3,R,correct,0.8359222
87.243,left,1,L,correct,0.8002396
92.61203,left,5,L,correct,0.6179276
97.98413,right,1,R,correct,1.633156
102.6433,left,4,L,correct,1.375885
107.4555,left,6,L,correct,1.025558
113.1834,left,2,L,correct,0.7973175
117.853,left,3,L,correct,0.7679749
122.0014,right,2,R,correct,0.93
