time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
19.23936,1,1.5,0.08888869,-0.393863,-0.1678938,0.09590147
23.38185,2,1.5,-0.5590255,-0.8285316,-0.6962935,-1.028942
28.06662,3,1.5,-0.07618082,-0.6085459,-0.4174131,-0.7799576
33.36139,4,1.5,0.5829815,-0.7914805,0.4570539,-0.7947664
37.84222,5,1.5,-0.1482771,-0.959976,0.0526586,-0.88085
42.0138,6,1.5,-1.612813,-0.6432093,-1.459087,-0.5806417
45.6862,7,1.5,-2.069527,-0.89415,-1.590509,-0.9386123
50.72735,8,1.5,-0.3623652,-0.6605964,-0.3318896,-0.4341078
54.86526,9,1.5,-0.6056311,-0.4792404,-0.6991712,-0.5232822
58.62535,10,1.5,-1.08437,-0.3315982,-1.615134,0.1270221
62.43034,11,1.5,-2.022251,-0.7649734,-2.325409,-0.4853258
69.65598,12,1.5,-0.8813556,0.594287,-1.271753,0.6131785
74.24107,13,1.5,-0.2174322,-0.9603986,-0.2593,-0.8233045
78.56316,14,1.5,0.3872891,0.0561795,0.05522817,0.1623818
82.30749,15,1.5,-1.069603,-0.6592409,-1.301217,-0.5466651
86.25923,16,1.5,-0.8632655,-0.665572,-1.241996,-0.4748875
90.67565,
