Time,LorR,Question,Character,Answer_State,Answer_Time
2.300194,right,9999,xxx,irrelevant_answer,9999
2.850727,left,9999,xx,irrelevant_answer,9999
3.15543,right,9999,xxx,irrelevant_answer,9999
3.667421,left,9999,xx,irrelevant_answer,9999
13.72345,right,5,R,correct,0.6239891
17.31132,left,3,L,correct,0.8322639
21.54366,left,6,L,correct,0.7492256
26.90061,right,1,R,correct,0.9334564
31.1556,right,2,R,correct,0.7770081
35.88924,right,4,R,correct,1.117496
41.15788,left,2,L,correct,0.7977371
47.33044,left,5,L,correct,1.820992
51.67979,left,4,L,correct,0.9180527
55.22704,left,1,L,correct,0.9420471
58.81351,right,3,R,correct,1.028717
63.20689,right,6,R,correct,0.9860764
66.81248,right,5,R,correct,0.8040619
70.01768,left,6,L,correct,0.8750305
74.42896,left,2,L,correct,0.5424347
79.46762,right,3,R,correct,0.6957626
83.92357,right,4,R,correct,0.9308167
89.70705,left,1,L,correct,1.097664
92.70043,left,6,L,correct,0.8127518
96.44422,right,2,R,correct,0.7761917
100.5354,right,1,R,correct,1.052277
