Time,LorR,Question,Character,Answer_State,Answer_Time
5.510017,left,9999,xx,irrelevant_answer,9999
7.877972,left,9999,xx,irrelevant_answer,9999
26.35763,right,5,R,correct,1.365242
30.22983,right,4,R,correct,1.091026
33.68547,left,6,L,correct,1.051422
36.93728,right,3,R,correct,0.8236275
42.08332,left,1,L,correct,0.8742142
50.00528,left,3,L,correct,1.079987
53.56179,left,4,L,correct,1.061981
58.50218,right,1,R,correct,0.6952286
63.7197,left,5,L,correct,0.8963242
68.62993,right,6,R,correct,0.9490662
72.78951,right,2,R,correct,0.8123016
77.37118,right,3,R,correct,0.7605515
80.77859,right,6,R,correct,0.9858551
85.79622,right,4,R,correct,0.9020996
89.99775,left,2,L,correct,0.8174362
93.05672,left,1,L,correct,0.8990936
96.43566,left,5,L,correct,0.734642
100.7305,right,4,R,correct,1.108307
105.6479,right,6,R,correct,1.276291
109.5203,right,2,R,correct,1.15918
113.81,left,5,L,correct,0.8952026
119.5467,right,1,R,correct,0.8567657
123.5518,left,3,L,correct,0.8892212
127.7885,right,3,R,correct
