Time,LorR,Question,Character,Answer_State,Answer_Time
9.044388,right,3,R,correct,0.9430733
13.5734,right,5,R,correct,0.9510384
19.24708,left,9999,xx,irrelevant_answer,9999
22.15808,right,4,R,correct,1.002365
26.99542,right,1,R,correct,0.801857
30.1706,right,6,R,correct,0.8419342
36.14166,left,4,L,correct,1.809891
36.37722,left,9999,xx,irrelevant_answer,9999
41.67569,right,2,R,correct,0.8469543
47.42103,left,6,L,correct,0.81604
53.38884,left,3,L,correct,1.538902
56.65983,left,5,L,correct,0.7662354
61.71933,left,1,L,correct,1.431435
65.82271,right,5,R,correct,0.7049332
70.73848,left,1,L,correct,0.6242905
76.18826,right,2,R,correct,1.484779
82.74255,left,3,L,correct,1.831894
87.80846,right,6,R,correct,0.8539276
91.39085,right,4,R,correct,0.8954926
96.44547,left,5,L,correct,1.138184
101.6257,left,2,L,correct,0.9692078
107.0223,right,4,R,correct,0.6506958
111.3984,left,6,L,correct,0.6109467
117.0735,right,3,R,correct,1.582336
117.2758,right,9999,xxx,irrelevant_answer,9999
121.515,right,1,
