Time,LorR,Question,Character,Answer_State,Answer_Time
10.58897,right,9999,xxx,irrelevant_answer,9999
14.32114,right,4,R,correct,0.7752857
18.46264,right,6,R,correct,0.7610245
22.93483,left,2,L,correct,0.8128815
26.73032,left,1,L,correct,1.110893
31.62733,right,5,R,correct,0.5920181
37.05238,right,2,R,correct,1.108475
41.67399,left,6,L,correct,1.98275
46.76228,left,9999,xx,irrelevant_answer,9999
50.98013,left,9999,xx,irrelevant_answer,9999
55.01849,left,9999,xx,irrelevant_answer,9999
59.62887,right,1,R,correct,0.72612
63.16289,left,1,L,correct,1.072311
67.56994,right,2,R,correct,0.6398163
72.02898,left,4,L,correct,1.312843
74.72996,right,6,R,correct,0.604332
80.35152,left,3,L,correct,0.7761688
86.05733,right,5,R,correct,0.7948227
91.96597,right,6,R,correct,1.13002
97.44456,right,9999,xxx,irrelevant_answer,9999
101.5131,right,3,R,correct,1.067741
107.6132,right,1,R,correct,1.188255
112.0772,left,2,L,correct,1.862274
116.6855,right,5,R,correct,0.9094391
120.5534,left,5,L,correct,1.788925
