Time,LorR,Question,Character,Answer_State,Answer_Time
2.167192,left,9999,xx,irrelevant_answer,9999
2.16799,right,9999,xxx,irrelevant_answer,9999
11.98309,right,9999,xxx,irrelevant_answer,9999
17.30171,left,3,L,correct,0.9344368
23.37453,right,6,R,correct,1.289421
29.14059,left,2,L,correct,0.9124298
32.40265,right,1,R,correct,0.9471169
36.35117,right,4,R,correct,1.602798
40.84412,left,5,L,correct,1.265156
45.63837,right,3,R,correct,0.8287811
50.38766,right,2,R,correct,0.9282303
55.15907,right,4,L,character_mistake,0.6467972
55.33139,left,9999,xx,irrelevant_answer,9999
59.81853,left,6,L,correct,1.3825
65.17929,left,1,L,correct,0.9694595
69.69823,right,2,R,correct,1.331085
75.63094,right,6,R,correct,1.531921
80.12648,left,3,L,correct,1.79541
84.8756,right,1,R,correct,0.8663101
88.64917,right,5,R,correct,0.9237747
91.98664,left,4,L,correct,1.205482
97.43021,left,6,L,correct,1.707458
103.5701,right,1,R,correct,1.7006
108.806,left,2,L,correct,0.861763
112.3314,left,5,L,correct,0.9915543
11
