time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
7.948242,1,1.3,2.138844,-0.8443303,2.149469,-0.4845219
11.86135,2,1.3,0.9931392,-0.09867075,0.9811651,-0.2777104
15.35922,3,1.3,-0.19838,-0.9751186,0.1943315,-0.9545324
18.69815,4,1.3,2.461632,0.8079581,2.29702,0.8691995
24.25545,5,1.3,-0.4766482,-1.364054,-0.4971176,-1.027946
41.22684,6,1.3,0.3026175,0.1901445,0.1456852,0.1807963
46.80605,7,1.3,0.5909541,-0.9874534,0.6597276,-0.9658433
50.93626,8,1.3,0.3780519,-0.02606368,0.4168451,-0.2828296
55.27312,9,1.3,-1.655296,-1.290709,-1.683332,-1.332601
64.61447,10,1.3,-1.239339,-1.407702,-1.084728,-1.299783
68.84225,11,1.3,0.0432477,-0.5076866,0.1852683,-0.4786589
72.34091,12,1.3,-0.2714657,-0.5435748,0.002576612,-0.70503
78.85257,13,1.3,-0.09275921,-1.176891,0.02950567,-0.8567613
82.26225,14,1.3,-0.3010894,-0.7488121,-0.2503944,-0.9618098
87.22746,15,1.3,-1.863055,-0.3593602,-1.856003,-0.2236148
91.94347,16,1.3,-1.256114,-0.6425581,-0.9483617,-0.5671322
97.20972,17,
