time,ansTime1,ansTime2,ansTime3,ansTimeAve
1.021473,7,7,7,0
1.021473,7,7,7,0
1.021473,7,7,7,0
1.021473,7,7,7,0
1.021473,7,7,7,0
1.021473,7,7,7,0
1.090187,7,7,7,0
1.090187,7,7,7,0
1.090187,7,7,7,0
1.090187,7,7,7,0
1.090187,7,7,7,0
1.090187,7,7,7,0
1.107265,7,7,7,0
1.107265,7,7,7,0
1.107265,7,7,7,0
1.107265,7,7,7,0
1.107265,7,7,7,0
1.107265,7,7,7,0
1.126663,7,7,7,0
1.126663,7,7,7,0
1.126663,7,7,7,0
1.126663,7,7,7,0
1.126663,7,7,7,0
1.126663,7,7,7,0
1.139847,7,7,7,0
1.139847,7,7,7,0
1.139847,7,7,7,0
1.139847,7,7,7,0
1.139847,7,7,7,0
1.139847,7,7,7,0
1.151863,7,7,7,0
1.151863,7,7,7,0
1.151863,7,7,7,0
1.151863,7,7,7,0
1.151863,7,7,7,0
1.151863,7,7,7,0
1.161648,7,7,7,0
1.161648,7,7,7,0
1.161648,7,7,7,0
1.161648,7,7,7,0
1.161648,7,7,7,0
1.161648,7,7,7,0
1.1726,7,7,7,0
1.1726,7,7,7,0
1.1726,7,7,7,0
1.1726,7,7,7,0
1.1726,7,7,7,0
1.1726,7,7,7,0
1.183331,7,7,7,0
1.183331,7,7,7,0
1.183331,7,7,7,0
1.183331,7,7,7,0
1.183331,7,7,7,0
1.183331,7,7,7,0
1.194942,7,7,7,0
1.194942,7,7,7,0
1.194942,7,7,7,0
1.194942,7,7,7,0
1.194942,7,7,7,0
1.194942,7,7,7,0
1.204029,7,7,7,0
1.204029,7,7,7,0
1.204029,7,7,7,0
1.204029,7,7,7,0
1.204029,7,7,7,0
1.204029,7,7,7,0
1.215046,7,7,7,0
1.215046,7,7,7,0
1.215046,7,7,7,0
1.215046,7,7,7,0
1.215046,7,7,7,0
1.215046,7,7,7,0
1.224464,7,7,7,0
1.224464,7,7,7,0
1.224464,7,7,7,0
1.224464,7,7,7,0
1.224464,7,7,7,0
1.224464,7,7,7,0
1.23642,7,7,7,0
1.23642,7,7,7,0
1.23642,7,7,7,0
1.23642,7,7,7,0
1.23642,7,7,7,0
1.23642,7,7,7,0
1.24641,7,7,7,0
1.24641,7,7,7,0
1.24641,7,7,7,0
1.24641,7,7,7,0
1.24641,7,7,7,0
1.24641,7,7,7,0
1.257565,7,7,7,0
1.257565,7,7,7,0
1.257565,7,7,7,0
1.257565,7,7,7,0
1.257565,7,7,7,0
1.257565,7,7,7,0
1.270367,7,7,7,0
1.270367,7,7,7,0
1.270367,7,7,7,0
1.270367,7,7,7,0
1.270367,7,7,7,0
1.270367,7,7,7,0
1.27943,7,7,7,0
1.27943,7,7,7,0
1.27943,7,7,7,0
1.27943,7,7,7,0
1.27943,7,7,7,0
1.27943,7,7,7,0
1.292366,7,7,7,0
1.292366,7,7,7,0
1.292366,7,7,7,0
1.292366,7,7,7,0
1.292366,7,7,7,0
1.292366,7,7,7,0
1.302052,7,7,7,0
1.302052,7,7,7,0
1.302052,7,7,7,0
1.302052,7,7,7,0
1.302052,7,7,7,0
1.302052,7,7,7,0
1.312885,7,7,7,0
1.312885,7,7,7,0
1.312885,7,7,7,0
1.312885,7,7,7,0
1.312885,7,7,7,0
1.312885,7,7,7,0
1.32531,7,7,7,0
1.32531,7,7,7,0
1.32531,7,7,7,0
1.32531,7,7,7,0
1.32531,7,7,7,0
1.32531,7,7,7,0
1.335209,7,7,7,0
1.335209,7,7,7,0
1.335209,7,7,7,0
1.335209,7,7,7,0
1.335209,7,7,7,0
1.335209,7,7,7,0
1.344543,7,7,7,0
1.344543,7,7,7,0
1.344543,7,7,7,0
1.344543,7,7,7,0
1.344543,7,7,7,0
1.344543,7,7,7,0
1.356407,7,7,7,0
1.356407,7,7,7,0
1.356407,7,7,7,0
1.356407,7,7,7,0
1.356407,7,7,7,0
1.356407,7,7,7,0
1.366314,7,7,7,0
1.366314,7,7,7,0
1.366314,7,7,7,0
1.366314,7,7,7,0
1.366314,7,7,7,0
1.366314,7,7,7,0
1.377052,7,7,7,0
1.377052,7,7,7,0
1.377052,7,7,7,0
1.377052,7,7,7,0
1.377052,7,7,7,0
1.377052,7,7,7,0
1.387245,7,7,7,0
1.387245,7,7,7,0
1.387245,7,7,7,0
1.387245,7,7,7,0
1.387245,7,7,7,0
1.387245,7,7,7,0
1.396252,7,7,7,0
1.396252,7,7,7,0
1.396252,7,7,7,0
1.396252,7,7,7,0
1.396252,7,7,7,0
1.396252,7,7,7,0
1.407608,7,7,7,0
1.407608,7,7,7,0
1.407608,7,7,7,0
1.407608,7,7,7,0
1.407608,7,7,7,0
1.407608,7,7,7,0
1.424057,7,7,7,0
1.424057,7,7,7,0
1.424057,7,7,7,0
1.424057,7,7,7,0
1.424057,7,7,7,0
1.424057,7,7,7,0
1.434715,7,7,7,0
1.434715,7,7,7,0
1.434715,7,7,7,0
1.434715,7,7,7,0
1.434715,7,7,7,0
1.434715,7,7,7,0
1.446175,7,7,7,0
1.446175,7,7,7,0
1.446175,7,7,7,0
1.446175,7,7,7,0
1.446175,7,7,7,0
1.446175,7,7,7,0
1.455212,7,7,7,0
1.455212,7,7,7,0
1.455212,7,7,7,0
1.455212,7,7,7,0
1.455212,7,7,7,0
1.455212,7,7,7,0
1.480137,7,7,7,0
1.480137,7,7,7,0
1.480137,7,7,7,0
1.480137,7,7,7,0
1.480137,7,7,7,0
1.480137,7,7,7,0
1.486454,7,7,7,0
1.486454,7,7,7,0
1.486454,7,7,7,0
1.486454,7,7,7,0
1.486454,7,7,7,0
1.486454,7,7,7,0
1.494267,7,7,7,0
1.494267,7,7,7,0
1.494267,7,7,7,0
1.494267,7,7,7,0
1.494267,7,7,7,0
1.494267,7,7,7,0
1.505894,7,7,7,0
1.505894,7,7,7,0
1.505894,7,7,7,0
1.505894,7,7,7,0
1.505894,7,7,7,0
1.505894,7,7,7,0
1.516876,7,7,7,0
1.516876,7,7,7,0
1.516876,7,7,7,0
1.516876,7,7,7,0
1.516876,7,7,7,0
1.516876,7,7,7,0
1.527523,7,7,7,0
1.527523,7,7,7,0
1.527523,7,7,7,0
1.527523,7,7,7,0
1.527523,7,7,7,0
1.527523,7,7,7,0
1.537987,7,7,7,0
1.537987,7,7,7,0
1.537987,7,7,7,0
1.537987,7,7,7,0
1.537987,7,7,7,0
1.537987,7,7,7,0
1.550499,7,7,7,0
1.550499,7,7,7,0
1.550499,7,7,7,0
1.550499,7,7,7,0
1.550499,7,7,7,0
1.550499,7,7,7,0
1.560989,7,7,7,0
1.560989,7,7,7,0
1.560989,7,7,7,0
1.560989,7,7,7,0
1.560989,7,7,7,0
1.560989,7,7,7,0
1.572815,7,7,7,0
1.572815,7,7,7,0
1.572815,7,7,7,0
1.572815,7,7,7,0
1.572815,7,7,7,0
1.572815,7,7,7,0
1.583828,7,7,7,0
1.583828,7,7,7,0
1.583828,7,7,7,0
1.583828,7,7,7,0
1.583828,7,7,7,0
1.583828,7,7,7,0
1.595787,7,7,7,0
1.595787,7,7,7,0
1.595787,7,7,7,0
1.595787,7,7,7,0
1.595787,7,7,7,0
1.595787,7,7,7,0
1.606937,7,7,7,0
1.606937,7,7,7,0
1.606937,7,7,7,0
1.606937,7,7,7,0
1.606937,7,7,7,0
1.606937,7,7,7,0
1.617424,7,7,7,0
1.617424,7,7,7,0
1.617424,7,7,7,0
1.617424,7,7,7,0
1.617424,7,7,7,0
1.617424,7,7,7,0
1.63047,7,7,7,0
1.63047,7,7,7,0
1.63047,7,7,7,0
1.63047,7,7,7,0
1.63047,7,7,7,0
1.63047,7,7,7,0
1.641083,7,7,7,0
1.641083,7,7,7,0
1.641083,7,7,7,0
1.641083,7,7,7,0
1.641083,7,7,7,0
1.641083,7,7,7,0
1.654026,7,7,7,0
1.654026,7,7,7,0
1.654026,7,7,7,0
1.654026,7,7,7,0
1.654026,7,7,7,0
1.654026,7,7,7,0
1.664505,7,7,7,0
1.664505,7,7,7,0
1.664505,7,7,7,0
1.664505,7,7,7,0
1.664505,7,7,7,0
1.664505,7,7,7,0
1.674984,7,7,7,0
1.674984,7,7,7,0
1.674984,7,7,7,0
1.674984,7,7,7,0
1.674984,7,7,7,0
1.674984,7,7,7,0
1.683376,7,7,7,0
1.683376,7,7,7,0
1.683376,7,7,7,0
1.683376,7,7,7,0
1.683376,7,7,7,0
1.683376,7,7,7,0
1.697529,7,7,7,0
1.697529,7,7,7,0
1.697529,7,7,7,0
1.697529,7,7,7,0
1.697529,7,7,7,0
1.697529,7,7,7,0
1.708755,7,7,7,0
1.708755,7,7,7,0
1.708755,7,7,7,0
1.708755,7,7,7,0
1.708755,7,7,7,0
1.708755,7,7,7,0
1.71867,7,7,7,0
1.71867,7,7,7,0
1.71867,7,7,7,0
1.71867,7,7,7,0
1.71867,7,7,7,0
1.71867,7,7,7,0
1.729481,7,7,7,0
1.729481,7,7,7,0
1.729481,7,7,7,0
1.729481,7,7,7,0
1.729481,7,7,7,0
1.729481,7,7,7,0
1.738258,7,7,7,0
1.738258,7,7,7,0
1.738258,7,7,7,0
1.738258,7,7,7,0
1.738258,7,7,7,0
1.738258,7,7,7,0
1.751358,7,7,7,0
1.751358,7,7,7,0
1.751358,7,7,7,0
1.751358,7,7,7,0
1.751358,7,7,7,0
1.751358,7,7,7,0
1.75922,7,7,7,0
1.75922,7,7,7,0
1.75922,7,7,7,0
1.75922,7,7,7,0
1.75922,7,7,7,0
1.75922,7,7,7,0
1.773006,7,7,7,0
1.773006,7,7,7,0
1.773006,7,7,7,0
1.773006,7,7,7,0
1.773006,7,7,7,0
1.773006,7,7,7,0
1.779945,7,7,7,0
1.779945,7,7,7,0
1.779945,7,7,7,0
1.779945,7,7,7,0
1.779945,7,7,7,0
1.779945,7,7,7,0
1.791668,7,7,7,0
1.791668,7,7,7,0
1.791668,7,7,7,0
1.791668,7,7,7,0
1.791668,7,7,7,0
1.791668,7,7,7,0
1.802292,7,7,7,0
1.802292,7,7,7,0
1.802292,7,7,7,0
1.802292,7,7,7,0
1.802292,7,7,7,0
1.802292,7,7,7,0
1.812302,7,7,7,0
1.812302,7,7,7,0
1.812302,7,7,7,0
1.812302,7,7,7,0
1.812302,7,7,7,0
1.812302,7,7,7,0
1.822666,7,7,7,0
1.822666,7,7,7,0
1.822666,7,7,7,0
1.822666,7,7,7,0
1.822666,7,7,7,0
1.822666,7,7,7,0
1.83514,7,7,7,0
1.83514,7,7,7,0
1.83514,7,7,7,0
1.83514,7,7,7,0
1.83514,7,7,7,0
1.83514,7,7,7,0
1.855713,7,7,7,0
1.855713,7,7,7,0
1.855713,7,7,7,0
1.855713,7,7,7,0
1.855713,7,7,7,0
1.855713,7,7,7,0
1.860371,7,7,7,0
1.860371,7,7,7,0
1.860371,7,7,7,0
