Time,LorR,Question,Character,Answer_State,Answer_Time
15.78913,right,1,R,correct,0.9112129
19.47935,right,5,R,correct,1.046753
24.79772,left,6,L,correct,1.043655
28.52994,right,4,R,correct,1.162598
33.05074,right,2,R,correct,1.550915
36.6129,left,3,L,correct,1.541363
42.63342,left,4,L,correct,1.012184
47.76714,left,5,L,correct,0.8811493
52.80389,right,6,R,correct,0.7154846
59.27698,left,1,L,correct,1.695381
62.86533,right,3,R,correct,0.8101883
66.51626,left,2,L,correct,0.8525009
70.0155,right,4,R,correct,0.843483
74.6255,right,1,R,correct,0.8080215
80.1824,left,3,L,correct,1.516861
85.26086,right,2,R,correct,0.6552277
88.80174,left,5,L,correct,0.9049835
94.21668,right,6,L,character_mistake,0.639534
94.32446,left,9999,xx,irrelevant_answer,9999
98.30112,right,6,R,correct,1.019814
103.8309,right,5,R,correct,1.71347
109.2733,left,2,L,correct,1.07428
115.0497,left,3,L,correct,0.8573761
119.4731,left,1,L,correct,1.068329
125.1057,left,4,L,correct,0.8132935
128.8887,right,1,R,correct,1.0828
