time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
45.6304,1,1.5,-2.489174,-0.939236,-2.12334,-1.492565
70.61836,2,1.5,-1.736144,-1.2187,-1.717419,-0.9278889
77.2038,3,1.5,-1.451505,-0.7617527,-1.340355,-0.5792227
82.7538,4,1.5,-0.008577591,-1.445099,0.04901991,-1.38999
90.49046,5,1.5,-0.5590636,-0.1278194,-0.4029367,0.02515126
96.26738,6,1.5,-2.33853,-0.9146419,-1.754935,-0.7422162
104.7911,7,1.5,1.264153,1.182214,1.243422,1.385767
109.0743,8,1.5,-0.2919705,0.6779681,-0.4254569,0.2931349
113.7536,9,1.5,-0.761555,-0.3091531,-0.4256791,-0.2299617
119.8903,10,1.5,-0.4628639,-1.23119,-0.2919717,-0.6911933
123.829,11,1.5,-0.6188259,-0.1608559,-0.8097451,-0.2211758
134.9369,12,1.5,2.364064,-1.233643,1.976,-1.303521
139.5411,13,1.5,-0.4344188,-0.3155195,-0.3022406,-0.5077589
144.4035,14,1.5,-0.7934891,-1.11955,-0.6194418,-1.375967
153.512,15,1.5,-0.6382554,0.5536749,-1.015588,0.3596411
157.8181,16,1.5,-0.2406877,0.9979798,-0.3836851,0.8612887
164.4129,17,1.5,-2.484416,1.240513,-2.375539,1.425368
168.4897,18,1.5,-2.283574,-0.8185271,-2.427239,-0.6500572
174.9403,19,1.5,-0.2250367,-1.652295,-0.3429403,-1.029996
179.5719,20,1.5,0.9175921,-0.4295569,0.7673281,-0.8056392
185.3192,21,1.5,-1.59774,-1.518035,-1.090002,-1.201083
191.1924,22,1.5,-1.223998,-0.539723,-1.446577,-0.5811063
199.8351,23,1.5,1.984555,1.316812,1.795815,1.333582
207.6467,24,1.5,-1.199152,-0.8763899,-1.031855,-0.4174072
212.926,25,1.5,-0.4482822,-0.8734313,-0.3787417,-1.475517
222.1701,26,1.5,-0.981479,0.8272349,-1.031398,0.7656381
227.7429,27,1.5,-1.211931,-1.207701,-0.9489188,-0.8768098
232.7135,28,1.5,0.267757,-0.8501066,0.1105101,-0.5168856
239.9337,29,1.5,-1.016534,0.5091562,-1.026858,0.4903912
245.9376,30,1.5,-1.197538,-1.368936,-0.9285686,-1.302858
251.4275,31,1.5,-1.656716,-0.5247867,-1.435539,-0.3337475
