Time,LorR,Question,Character,Answer_State,Answer_Time
17.9402,left,6,L,correct,0.8213577
26.41237,right,2,R,correct,0.7343864
31.97375,right,3,R,correct,1.317795
37.86124,left,1,L,correct,1.331337
43.08706,left,4,L,correct,1.945992
48.09923,right,6,R,correct,1.238682
52.02939,right,4,R,correct,0.6727142
56.80662,left,3,L,correct,1.244247
62.39852,left,2,L,correct,0.9291763
67.53046,right,1,R,correct,0.8602829
72.75784,left,5,L,correct,1.215637
75.73944,left,4,L,correct,0.950737
79.20581,right,1,R,correct,1.135986
84.53368,right,5,R,correct,0.597435
88.79173,right,2,R,correct,1.0644
92.90644,right,6,R,correct,0.9849243
97.88718,right,9999,xxx,irrelevant_answer,9999
102.5718,left,3,L,correct,0.7796097
107.3778,right,9999,xxx,irrelevant_answer,9999
111.7479,right,4,R,correct,0.9073715
116.7616,right,1,L,character_mistake,1.325073
116.9334,left,9999,xx,irrelevant_answer,9999
119.7022,left,2,L,correct,0.8012543
123.4495,right,6,R,correct,0.7813263
127.8939,right,5,R,correct,1.941864
133.2
