Time,LorR,Question,Character,Answer_State,Answer_Time
5.718565,right,9999,xxx,irrelevant_answer,9999
5.750948,left,9999,xx,irrelevant_answer,9999
23.27978,right,9999,xxx,irrelevant_answer,9999
26.40534,left,1,L,correct,1.042557
29.70861,left,5,L,correct,0.9060631
34.80173,left,4,L,correct,0.9923058
40.83372,right,3,R,correct,1.118217
46.21388,right,2,R,correct,0.7620125
52.63046,right,9999,xxx,irrelevant_answer,9999
54.55322,right,4,R,correct,0.7326431
57.7755,right,1,R,correct,0.8039398
62.9052,left,6,L,correct,1.609962
66.62316,left,2,L,correct,1.039764
71.54678,right,5,R,correct,0.5987473
76.53207,left,3,L,correct,0.609314
81.6461,right,3,R,correct,1.194176
87.11107,right,4,R,correct,0.7265778
91.09141,right,6,R,correct,0.8937378
96.61217,right,5,R,correct,0.7751541
101.8728,right,2,R,correct,0.7859268
105.7744,right,1,R,correct,0.7643661
110.1181,left,2,L,correct,0.7475128
115.5403,right,1,R,correct,0.8371887
120.7186,left,6,L,correct,0.7601776
123.8008,left,5,L,correct,1.017044
