Time,LorR,Question,Character,Answer_State,Answer_Time
27.3081,left,1,L,correct,1.627575
30.334,right,3,R,correct,0.8938141
33.21828,right,2,R,correct,0.6849823
38.36579,right,6,R,correct,0.5545807
43.57528,left,4,L,correct,0.7938614
48.60764,right,5,R,correct,1.333275
53.91569,right,1,R,correct,0.7851868
58.62438,right,4,R,correct,1.201462
63.76916,left,6,L,correct,0.7459946
66.67793,left,5,L,correct,0.6589279
70.47809,left,2,L,correct,0.7696609
74.48495,left,3,L,correct,0.8750534
79.77347,left,6,L,correct,0.9215698
82.95401,left,1,L,correct,0.7840958
87.4972,right,3,R,correct,0.8880234
92.58408,left,2,L,correct,0.4893112
96.94709,left,4,L,correct,0.6600876
100.0355,left,5,L,correct,0.7612686
104.7519,left,5,L,correct,0.7382507
110.352,left,4,R,character_mistake,0.9283142
110.6021,right,9999,xxx,irrelevant_answer,9999
115.8293,right,1,R,correct,0.8161469
119.4712,right,3,R,correct,0.7597351
124.9067,left,6,L,correct,1.000015
129.3377,left,2,L,correct,1.68074
133.1547,left,1,L,correct
