time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
36.73141,1,1.5,1.03749,-0.7245699,0.8103955,-1.265558
45.7308,2,1.5,-1.001593,-0.8583866,-0.871822,-0.8978691
50.26017,3,1.5,-2.709688,-0.9941089,-2.304188,-0.9058888
55.34613,4,1.5,-1.530046,-0.7638345,-1.536391,-0.9568272
65.45074,5,1.5,2.109099,1.14099,2.272905,1.135652
70.23219,6,1.5,-2.44931,-1.057372,-2.337716,-1.136644
75.47229,7,1.5,-0.07618596,-1.534806,-0.3846768,-1.170103
80.0039,8,1.5,-2.814524,-1.277803,-2.398616,-1.407182
84.76737,9,1.5,-1.150666,-0.5580927,-1.126256,-0.8040331
89.80165,10,1.5,-1.271646,-1.05266,-0.9512366,-0.8320202
94.8131,11,1.5,-0.03778092,-1.702501,-0.1952964,-1.031895
99.26367,12,1.5,-1.085597,-0.5183024,-1.073836,-0.9770443
104.7618,13,1.5,-0.488217,-0.8656172,-0.05604117,-0.7420816
109.5739,14,1.5,0.3127592,-1.021839,0.5714967,-0.9178486
114.0552,15,1.5,-0.3698252,-0.4498774,-0.3573062,-0.5031067
124.1469,16,1.5,1.491778,1.540023,1.606885,1.413643
129.7598,17,1.5,0.4565206,
