Time,LorR,Question,Character,Answer_State,Answer_Time
35.88601,left,2,L,correct,0.7617264
40.80883,right,5,R,correct,0.8434067
44.40998,left,4,L,correct,0.9561386
48.55582,right,6,R,correct,0.7493515
51.95871,left,3,L,correct,1.092224
56.44512,right,9999,xxx,irrelevant_answer,9999
59.68367,right,4,R,correct,0.8749313
62.96836,right,3,R,correct,0.707756
66.1436,right,2,R,correct,0.8557968
70.94907,left,1,L,correct,1.330933
75.25673,left,6,L,correct,0.9388657
79.80272,left,5,L,correct,0.7504272
82.79091,right,1,R,correct,0.9093094
87.80014,right,3,R,correct,0.7105942
91.92075,left,6,L,correct,1.928993
95.78018,left,5,L,correct,0.7667236
100.1276,left,2,L,correct,1.263474
105.4908,left,4,L,correct,0.8972778
110.2159,left,9999,xx,irrelevant_answer,9999
114.8709,left,5,L,correct,1.830612
119.17,left,3,R,character_mistake,0.9226532
124.61,right,2,R,correct,0.8823242
129.9245,right,4,R,correct,0.8972015
134.2096,right,6,R,correct,0.7016449
139.5868,left,2,L,correct,0.8143921
143.6515,left,6
