Time,LorR,Question,Character,Answer_State,Answer_Time
17.4292,right,6,R,correct,0.7834835
20.75416,left,5,L,correct,0.9917336
26.23994,left,4,L,correct,0.7779083
32.24688,left,9999,xx,irrelevant_answer,9999
37.80153,left,3,L,correct,0.9937935
41.43253,left,2,L,correct,0.8933182
47.34581,right,1,R,correct,0.9290504
52.4299,right,3,R,correct,0.7159882
57.41749,right,2,R,correct,0.7395554
61.48437,left,6,L,correct,0.9674454
66.95661,right,5,R,correct,0.5562668
70.62956,right,4,R,correct,1.0382
74.19341,left,5,L,correct,1.406319
78.75696,left,2,L,correct,1.052971
83.24363,right,1,R,correct,0.6763306
88.06419,left,3,L,correct,1.318176
93.80757,right,6,R,correct,1.777557
99.55011,left,4,L,correct,0.8640137
103.3909,right,6,L,character_mistake,1.756889
103.5337,left,9999,xx,irrelevant_answer,9999
109.3421,right,3,R,correct,1.44075
114.5333,right,2,R,correct,1.633156
117.4934,left,5,L,correct,0.8843994
122.0146,right,4,R,correct,0.9123535
125.8282,right,1,R,correct,0.7979126
130.7286,left,2,
