Time,LorR,Question,Character,Answer_State,Answer_Time
16.31734,left,4,L,correct,1.176052
22.18196,left,9999,xx,irrelevant_answer,9999
26.23868,left,3,L,correct,0.6991425
29.39256,left,2,L,correct,0.9230042
34.87656,left,1,L,correct,0.7332649
38.05093,left,6,L,correct,1.087486
42.19368,right,4,R,correct,1.103477
47.15075,right,5,R,correct,0.8158188
52.12093,right,6,R,correct,1.033913
55.59757,right,2,R,correct,0.7953873
59.40855,right,3,R,correct,0.7425919
62.45847,right,1,R,correct,0.6574707
68.18298,right,1,R,correct,0.9176407
72.87672,right,2,R,correct,0.891037
75.93432,left,3,L,correct,0.7733231
81.82588,right,4,R,correct,1.303726
85.41875,right,5,R,correct,0.9202499
90.15057,left,6,L,correct,0.5781555
94.86307,right,5,R,correct,1.024025
98.38333,right,4,R,correct,1.133331
103.7036,right,1,R,correct,0.7613373
106.8546,right,3,R,correct,0.7968903
111.3315,right,9999,xxx,irrelevant_answer,9999
116.323,left,6,L,correct,1.362747
121.148,right,2,R,correct,0.7060547
124.9897,left,3,L,co
