time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
19.2171,1,1.1,-0.2878024,1.466478,-0.4760123,1.353783
29.72812,2,1.1,0.05387902,0.8817458,0.02421838,0.7253144
40.21979,3,1.1,1.083181,0.8709043,0.8661987,0.7225245
47.51635,4,1.1,-0.320924,0.7083986,-0.3849084,0.2893908
51.02426,5,1.1,-2.223139,-0.05060308,-2.13723,0.06814869
54.615,6,1.1,-1.462089,-0.4014353,-1.571719,-0.6090125
57.95202,7,1.1,-1.06289,-0.1826651,-1.085828,-0.3236857
61.91498,8,1.1,-0.07549525,-0.4839564,0.08525404,-0.6590185
66.50645,9,1.1,0.5867358,-1.178277,0.6094204,-1.308116
70.25969,10,1.1,0.591332,-0.8911337,0.6442782,-0.8802757
73.67641,11,1.1,0.3630476,-1.546245,0.4069186,-1.450607
77.48351,12,1.1,-1.938165,-0.3805158,-1.730742,-0.6781043
81.23776,13,1.1,-2.113544,-0.8841268,-2.008704,-0.8867497
93.88345,14,1.1,-2.26239,0.2847664,-2.418713,0.1751188
99.34891,15,1.1,-0.9899136,-0.6294791,-1.189045,-0.7778969
103.9531,16,1.1,-0.9119879,-0.975823,-0.8750789,-1.109859
108.0469,17,1.1,0.81
