Time,LorR,Question,Character,Answer_State,Answer_Time
10.86478,left,5,L,correct,1.025248
15.68393,right,4,R,correct,1.955219
20.73474,right,3,R,correct,1.01931
25.31307,left,2,L,correct,0.729435
31.49014,left,6,L,correct,1.686405
36.5271,left,1,L,correct,0.5736847
41.31741,right,5,R,correct,1.057339
45.3279,right,1,R,correct,0.8812408
49.00026,right,2,R,correct,0.8090134
53.73787,left,4,L,correct,1.522293
59.26338,right,6,R,correct,0.7490158
64.34895,left,3,L,correct,1.641014
69.58704,right,2,R,correct,0.6035004
73.31804,left,4,L,correct,0.8931961
77.87665,left,3,L,correct,0.8629456
81.55836,left,5,L,correct,0.7434845
86.94115,left,1,L,correct,0.7031937
92.43594,right,6,L,character_mistake,0.8909912
92.52959,left,9999,xx,irrelevant_answer,9999
96.22734,left,5,L,correct,0.8235626
102.1442,right,4,R,correct,0.9397964
105.9396,left,6,L,correct,0.8781433
110.6666,left,1,L,correct,0.6407928
116.115,right,2,R,correct,1.187149
121.6996,right,3,R,correct,1.201233
125.957,left,2,L,correct,1.3
