time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
9.512062,1,1.5,-0.5974317,-0.8379971,-0.2981694,-0.5597184
13.92648,2,1.5,-0.2679926,-0.5207094,-0.5349556,-0.2592449
19.97867,3,1.5,-0.2055897,-0.03759548,-0.07698319,-0.1690339
24.43279,4,1.5,2.140227,-0.3592009,2.208283,-0.3054686
29.06682,5,1.5,-0.7367166,-0.9484562,-0.1660103,-0.9030969
32.89995,6,1.5,-1.670935,-0.4728226,-1.394392,-0.05762807
37.50575,7,1.5,0.1810526,-0.2406142,0.4882577,-0.1081248
47.53801,8,1.5,0.1771826,1.297323,0.01686925,1.421674
50.64437,9,1.5,0.2786432,-0.4549889,0.3152135,-0.5998406
56.63513,10,1.5,0.7966507,-0.2796744,0.728424,-0.4796603
60.94054,11,1.5,-0.1037372,-1.09235,0.05291837,-1.356643
65.29467,12,1.5,-1.831455,-1.007954,-1.81109,-0.6851832
71.03572,13,1.5,-1.344386,0.6183448,-1.465729,0.5754509
77.95036,14,1.5,0.3207867,0.6423898,0.3759405,0.3537887
84.95781,15,1.5,-2.254641,0.8195802,-2.35642,0.9090115
89.56675,16,1.5,-0.8212835,-1.424967,-0.6844007,-1.493003
93.99671,17
