Time,LorR,Question,Character,Answer_State,Answer_Time
44.97192,right,4,R,correct,0.8255768
50.3515,right,5,R,correct,0.8097458
55.09066,left,3,L,correct,0.7925262
59.55708,right,1,R,correct,0.7921295
64.85072,right,2,R,correct,0.7908249
69.16884,right,6,R,correct,0.7163239
74.6704,right,3,R,correct,0.8768616
78.7569,left,4,L,correct,0.8518982
83.24408,left,6,L,correct,0.8548584
87.63066,left,1,L,correct,1.192123
92.36786,left,2,L,correct,0.7203369
96.31946,left,5,L,correct,0.9612579
100.7624,left,3,L,correct,0.8164597
105.3469,left,2,L,correct,0.9805069
109.4109,left,5,L,correct,0.7972565
112.3997,left,1,L,correct,0.8728561
117.0899,right,6,R,correct,0.8269043
121.6695,right,4,R,correct,0.9031677
125.8606,left,5,L,correct,0.8092041
129.9401,right,3,R,correct,1.164841
134.4913,right,2,R,correct,0.7538147
139.8353,right,1,R,correct,0.7553101
143.1573,left,6,L,correct,0.916214
146.6743,left,4,L,correct,1.385178
152.1323,left,3,L,correct,0.8424683
156.3461,right,4,R,correct,0.8591156
16
