Time,LorR,Question,Character,Answer_State,Answer_Time
12.60574,left,3,L,correct,0.9539032
17.84496,left,5,L,correct,1.04409
21.9934,right,4,R,correct,1.043449
26.53709,left,6,L,correct,0.8584023
31.75764,left,1,L,correct,0.8082619
35.87583,left,2,L,correct,1.030228
41.3171,right,5,R,correct,1.249039
46.1137,right,1,R,correct,0.8900681
49.60501,right,6,R,correct,0.9631729
53.99311,right,3,R,correct,0.889946
59.45473,right,2,R,correct,0.8230438
64.28055,left,4,L,correct,1.201775
67.9099,left,4,L,correct,0.8609467
72.77344,left,5,L,correct,0.7850723
77.64059,left,1,L,correct,0.8199387
81.40781,left,6,L,correct,0.9197083
87.31221,right,3,R,correct,0.9081116
91.16429,left,2,L,correct,0.653595
96.5238,left,1,L,correct,0.8958817
100.6142,left,3,L,correct,0.8740921
100.7517,left,9999,xx,irrelevant_answer,9999
106.1731,left,2,L,correct,0.9612732
111.6945,left,6,L,correct,0.9558182
115.934,right,4,R,correct,0.9363098
119.7566,left,5,L,correct,0.8391876
123.3234,right,1,R,correct,0.7617798
126
