Time,LorR,Question,Character,Answer_State,Answer_Time
11.86108,right,5,R,correct,0.8310909
16.01305,left,2,L,correct,0.8499641
21.41025,right,1,R,correct,0.7964706
26.69619,right,6,R,correct,0.883728
30.64901,right,4,R,correct,0.6608391
34.43912,left,3,L,correct,0.8543282
38.52008,left,4,L,correct,0.651886
44.35447,left,6,L,correct,0.9376755
49.38727,right,3,R,correct,0.9200325
53.64275,left,1,L,correct,1.206001
56.92804,left,5,L,correct,0.8602676
61.85109,right,2,R,correct,0.700264
66.83946,right,3,R,correct,0.7334061
72.48,left,5,L,correct,0.8093033
75.6876,left,2,L,correct,0.9595566
80.85784,right,6,R,correct,0.9246063
84.5783,right,4,R,correct,0.9776611
90.233,left,1,L,correct,0.9325562
95.45513,left,1,L,correct,1.028648
100.7605,left,6,L,correct,0.9130859
106.6257,right,3,R,correct,1.160263
111.9309,left,5,L,correct,0.722229
116.945,left,2,L,correct,0.7714996
120.4661,left,4,L,correct,1.333557
124.8167,right,2,R,correct,1.044724
128.0114,right,4,R,correct,0.8466949
131.2769,rig
