Time,LorR,Question,Character,Answer_State,Answer_Time
12.34434,right,1,R,correct,0.9325771
16.32879,right,5,R,correct,0.775383
22.46902,right,2,R,correct,1.400063
26.89115,left,3,L,correct,0.8661957
31.39681,right,6,R,correct,0.8092194
34.70697,right,4,R,correct,0.8495674
38.37116,left,1,L,correct,1.271832
43.54212,left,6,L,correct,1.371998
47.17281,left,2,L,correct,1.232414
51.93615,left,5,L,correct,0.8457565
56.00505,left,4,L,correct,0.7043076
60.39774,right,3,R,correct,0.9304352
64.81618,right,1,R,correct,1.675812
69.70621,right,2,R,correct,0.7928772
74.13672,right,6,R,correct,1.0056
80.05013,right,4,L,character_mistake,1.047417
85.1175,right,3,R,correct,0.8113251
90.05916,right,5,R,correct,0.8787384
95.58887,right,5,R,correct,0.7087936
99.62574,left,3,L,correct,0.8123245
105.43,left,6,L,correct,1.078964
109.5552,right,2,R,correct,0.8983612
114.1181,right,4,R,correct,0.8359222
119.5053,left,1,L,correct,1.088257
123.3641,left,5,L,correct,0.6895447
128.3778,left,2,L,correct,0.768737
