Time,LorR,Question,Character,Answer_State,Answer_Time
9.576641,right,6,R,correct,0.9567661
13.75042,right,5,R,correct,0.9044113
18.59552,right,3,R,correct,0.9279404
23.40874,right,4,R,correct,0.9130211
26.73533,right,2,R,correct,0.8467979
31.93797,right,1,R,correct,0.7621269
35.98098,left,2,L,correct,1.214256
40.05808,left,4,L,correct,0.819046
44.21514,left,5,L,correct,0.9186134
47.82715,left,3,L,correct,1.087204
51.14257,left,6,L,correct,0.8906937
54.94439,left,1,L,correct,0.7898331
58.60419,left,5,L,correct,0.7750549
63.45324,right,4,R,correct,0.8169937
67.78079,right,2,R,correct,0.9820404
73.23323,left,1,L,correct,0.9333344
77.0295,left,6,L,correct,1.157562
81.07814,left,3,L,correct,0.7859344
86.75963,left,1,L,correct,0.9087906
91.42635,left,3,L,correct,0.8407364
94.54446,left,4,L,correct,0.8589401
97.9436,left,6,L,correct,0.9211197
101.3664,left,2,L,correct,0.7711716
106.8984,right,5,R,correct,0.8308792
110.6352,right,1,R,correct,0.8935242
113.6098,right,2,R,correct,0.8626099
11
