Time,LorR,Question,Character,Answer_State,Answer_Time
10.72207,right,4,R,correct,0.9194202
16.67465,right,6,R,correct,1.100798
20.9416,right,2,R,correct,1.22554
26.67477,left,5,L,correct,1.349751
31.71964,left,1,L,correct,1.475235
35.79998,left,3,L,correct,0.982666
39.72075,right,5,R,correct,1.442955
43.99575,right,3,R,correct,1.079998
48.20272,left,6,L,correct,0.9850159
51.97844,left,2,L,correct,1.166412
57.1235,right,1,R,correct,1.468475
60.69175,left,4,L,correct,0.7646103
66.25856,left,2,L,correct,1.046089
70.50589,right,4,R,correct,1.010254
73.9584,right,6,R,correct,0.9570313
78.26892,left,1,L,correct,1.392639
82.56976,left,3,L,correct,1.042297
87.13217,left,5,L,correct,0.8667908
91.63165,right,2,R,correct,1.293831
95.99182,left,5,L,correct,1.204842
99.86172,right,6,R,correct,0.9357758
103.4222,right,3,R,correct,1.048058
109.1617,left,4,L,correct,0.8301773
114.0714,right,1,R,correct,1.430984
120.2657,right,4,R,correct,1.209991
125.1874,left,3,L,correct,1.006454
128.7141,left,5,R
