Time,LorR,Question,Character,Answer_State,Answer_Time
15.1971,left,5,L,correct,0.8296776
20.12145,right,1,R,correct,0.983387
23.23279,left,2,L,correct,0.8290443
26.2697,right,3,R,correct,0.9125633
31.84021,right,4,R,correct,0.863842
35.53028,left,6,L,correct,0.8844147
40.65148,left,1,L,correct,0.9896851
44.14022,left,4,L,correct,0.8398438
48.73977,left,3,L,correct,0.8767776
54.14437,right,5,R,correct,0.69561
58.19291,right,6,R,correct,0.7571716
62.31824,right,2,R,correct,1.018234
65.88164,right,2,R,correct,0.7644577
70.49927,left,5,L,correct,0.8077469
74.43378,right,6,R,correct,1.138092
77.80508,right,1,R,correct,1.045692
82.56071,right,3,R,correct,1.803757
86.836,left,4,L,correct,0.8094482
91.17381,right,4,R,correct,0.9266739
94.95947,left,3,L,correct,0.8829956
100.6518,right,2,R,correct,0.7451324
104.7556,left,5,L,correct,1.00061
109.213,right,6,R,correct,1.057556
114.2206,left,1,L,correct,0.7848206
118.9462,left,6,L,correct,0.8111877
123.6525,left,2,L,correct,0.7707062
126.8059,r
