Time,LorR,Question,Character,Answer_State,Answer_Time
15.38785,right,5,R,correct,1.012054
20.99948,left,3,L,correct,1.009754
26.70666,right,2,R,correct,1.015942
31.93857,right,4,R,correct,0.9423027
36.44398,left,1,L,correct,0.9775772
41.13146,left,6,L,correct,0.9152718
46.40869,right,6,R,correct,0.9361
51.40036,right,1,R,correct,0.8141632
55.45628,right,3,R,correct,1.261482
60.39492,left,5,L,correct,0.9903717
63.82305,left,4,L,correct,1.078964
69.7495,left,2,L,correct,1.675003
73.68725,right,2,R,correct,0.7661362
78.05768,left,6,L,correct,0.9665756
82.04813,right,4,R,correct,1.29744
85.21527,right,5,R,correct,0.8211975
89.39462,right,3,R,correct,0.8203735
94.42493,right,1,R,correct,1.000771
97.47946,left,3,L,correct,0.9669876
101.5727,left,1,L,correct,1.002365
107.3806,left,4,L,correct,0.9005127
111.2018,left,5,L,correct,0.9380951
114.651,left,2,L,correct,0.8894043
118.5607,left,6,L,correct,1.580978
123.5634,right,6,R,correct,0.7427063
127.025,right,3,R,correct,0.9618073
131.422,rig
