Time,LorR,Question,Character,Answer_State,Answer_Time
16.69533,left,6,L,correct,0.9729424
22.5106,right,4,R,correct,0.8932266
27.37052,left,1,L,correct,0.8517609
33.12363,right,5,R,correct,0.887043
38.30817,right,3,R,correct,0.7751236
42.50168,right,2,R,correct,1.015305
46.62001,left,3,L,correct,0.8462677
49.69629,right,6,R,correct,0.7850876
54.46651,left,4,L,correct,0.9180756
57.39309,left,5,L,correct,0.7602234
61.7133,right,1,R,correct,0.9711456
67.55588,left,2,L,correct,1.048119
71.38607,right,4,R,correct,0.7601852
71.48318,right,9999,xxx,irrelevant_answer,9999
76.2218,left,3,L,correct,0.7659149
81.43331,right,1,R,correct,1.076767
86.58062,right,6,R,correct,0.8635025
92.18974,right,2,R,correct,1.055626
96.26512,left,5,L,correct,0.9863892
99.23148,right,5,R,correct,0.9224854
102.1911,right,4,R,correct,0.9371109
108.0031,right,3,R,correct,0.8517761
113.5485,left,1,L,correct,0.7663422
118.3865,left,6,L,correct,0.9114227
123.0686,right,2,R,correct,1.169495
126.7267,left,4,L,correct,1.
