time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
8.247271,1,1.1,-0.08812339,0.2185109,-0.2188533,0.1427376
12.10787,2,1.1,2.675365,-1.082155,2.304828,-1.267321
20.25542,3,1.1,-1.659022,1.465423,-1.639257,1.459023
24.01245,4,1.1,1.597464,-0.5178713,1.921584,-0.5077943
32.03479,5,1.1,1.157599,0.8419484,0.9395663,0.720256
37.54369,6,1.1,-1.019466,-1.130993,-1.081278,-1.056788
41.72811,7,1.1,-0.1956468,-1.017939,-0.3676296,-1.305676
46.16342,8,1.1,-1.52568,-0.7880405,-1.243961,-0.5033267
50.58099,9,1.1,0.6420026,-0.250959,0.5430076,-0.2875573
54.50658,10,1.1,-0.167604,-1.329559,-0.3253059,-1.498149
58.94263,11,1.1,0.110401,-1.251756,0.1935618,-1.510641
62.92152,12,1.1,-0.9685,-0.5007741,-0.7426412,-0.5086315
67.08482,13,1.1,-1.535209,0.1273766,-1.59371,0.1088616
72.062,14,1.1,-0.5082165,-1.134146,-0.5200177,-0.7867464
80.85925,15,1.1,-0.01759548,1.312114,-0.3189948,1.275433
86.64699,16,1.1,-1.265353,-1.461824,-1.012716,-1.434345
91.25143,17,1.1,0.7979599,-0.152791
