Time,LorR,Question,Character,Answer_State,Answer_Time
19.33186,left,5,L,correct,1.184074
20.26888,right,9999,xxx,irrelevant_answer,9999
22.67931,left,1,L,correct,0.685318
26.48779,right,4,R,correct,0.773819
31.52281,right,6,R,correct,0.9819832
37.26454,left,3,L,correct,0.750576
41.12121,right,2,R,correct,1.107506
45.43555,left,4,L,correct,0.8384705
48.62978,right,5,R,correct,0.822876
52.8887,right,1,R,correct,0.9221115
58.22878,left,2,L,correct,0.8308182
62.75861,right,3,R,correct,0.7787094
67.97289,left,6,L,correct,0.8774796
72.7953,right,5,R,correct,0.7544785
77.93814,right,6,R,correct,1.517281
82.36631,left,4,L,correct,0.9385452
85.47176,right,1,R,correct,0.7891769
89.38849,right,2,R,correct,1.815735
93.19015,left,3,L,correct,0.715126
96.22721,left,6,L,correct,0.7660065
100.5481,right,4,R,correct,0.789238
103.8522,left,5,L,correct,1.192802
108.0059,left,1,L,correct,1.438248
113.7607,left,3,L,correct,1.181152
119.0219,right,2,R,correct,0.7446289
124.5721,left,4,L,correct,1.01619
1
