Time,LorR,Question,Character,Answer_State,Answer_Time
23.18212,left,4,L,correct,1.076115
27.13301,right,1,R,correct,0.8304176
33.08616,right,5,R,correct,1.802738
36.38126,left,2,L,correct,0.8878632
39.70572,right,6,R,correct,0.7715912
44.51973,left,3,L,correct,1.019005
48.00676,right,4,R,correct,1.151649
50.91422,right,3,R,correct,0.7098923
56.01368,right,2,R,correct,1.11338
61.8164,left,5,L,correct,0.8125687
66.13829,left,1,L,correct,0.8558044
69.49039,left,6,L,correct,0.963295
74.01003,left,3,L,correct,0.9187698
77.42924,right,1,R,correct,1.247581
83.19062,left,2,L,correct,1.419464
86.6216,left,6,L,correct,0.8157043
92.01356,left,4,L,correct,0.8048019
96.27844,right,5,R,correct,0.8935394
100.2994,left,2,L,correct,1.11293
105.3498,left,1,L,correct,0.7966461
110.4325,left,3,L,correct,0.8860321
113.4399,right,5,R,correct,0.8814545
119.191,right,6,R,correct,0.7968597
123.0118,left,4,L,correct,0.8586578
126.4401,right,2,R,correct,1.032578
129.9016,left,6,L,correct,0.8287048
134.9833,ri
