Time,LorR,Question,Character,Answer_State,Answer_Time
22.33865,left,4,L,correct,0.924221
26.92852,right,6,L,character_mistake,0.6806679
30.92992,right,3,R,correct,0.9131393
36.23919,left,5,L,correct,1.04039
39.17242,right,1,R,correct,0.76371
44.00111,right,2,R,correct,0.8265343
50.08649,right,4,R,correct,1.91613
53.70171,left,2,L,correct,0.9383011
58.26846,right,6,R,correct,0.8097839
61.27438,right,5,R,correct,0.7057648
64.55196,left,3,L,correct,1.182129
69.9297,left,1,L,correct,0.8598175
74.44532,right,5,R,correct,0.7559814
79.90077,right,1,R,correct,0.8545837
83.42551,left,2,L,correct,0.9635544
87.25732,left,3,L,correct,0.9978943
92.85022,right,6,R,correct,0.9501877
98.80821,right,4,R,correct,1.079414
104.4081,right,6,R,correct,1.269432
109.9184,right,1,R,correct,0.7754364
112.8831,left,2,L,correct,0.8754272
117.2063,left,4,L,correct,0.798172
122.589,left,5,L,correct,0.9689789
128.5924,left,3,L,correct,1.149139
134.1223,left,6,L,correct,0.8035889
137.5913,left,2,R,character_mistake
