Time,LorR,Question,Character,Answer_State,Answer_Time
14.11935,left,5,L,correct,0.9927139
17.40835,left,1,L,correct,0.7604332
20.80692,right,3,R,correct,0.9145126
29.93969,left,4,L,correct,0.9292488
32.12547,right,9999,xxx,irrelevant_answer,9999
35.12225,left,6,L,correct,0.7214203
40.41952,right,4,R,correct,0.8517075
45.25789,left,2,L,correct,0.904995
54.84103,left,3,L,correct,0.7122879
54.98921,left,9999,xx,irrelevant_answer,9999
65.57321,left,6,L,correct,0.676651
70.90123,right,2,R,correct,0.7343292
72.95771,right,9999,xxx,irrelevant_answer,9999
74.07123,left,1,L,correct,0.7457428
75.31369,right,9999,xxx,irrelevant_answer,9999
78.78797,left,3,L,correct,1.117165
83.64339,left,4,L,correct,0.816925
87.66966,right,5,R,correct,1.883644
92.18746,right,3,R,correct,0.7597885
97.30202,left,2,L,correct,0.6471786
102.6756,right,1,R,correct,1.558098
108.0755,left,5,R,character_mistake,1.03299
111.1372,right,4,R,correct,0.8784409
115.8941,right,6,R,correct,0.6000061
119.1891,left,5,L,correct,0.9
