Time,LorR,Question,Character,Answer_State,Answer_Time
10.61046,right,6,R,correct,0.6104431
13.56753,right,2,R,correct,0.550045
18.14373,right,5,R,correct,0.8651104
22.08834,right,4,L,character_mistake,0.7051353
22.2818,left,9999,xx,irrelevant_answer,9999
27.71498,right,3,R,correct,1.830311
31.88656,right,1,R,correct,0.9734039
35.53791,left,6,L,correct,1.229553
38.86819,right,4,R,correct,0.6772957
42.3708,left,2,L,correct,0.8838806
45.86281,left,3,L,correct,0.8454552
50.70791,left,5,L,correct,0.8645248
54.58661,left,1,L,correct,0.967598
59.59473,right,5,R,correct,0.7800369
64.97449,right,2,R,correct,0.6747971
68.27081,right,4,R,correct,0.734993
73.58502,left,6,L,correct,0.9621658
78.94022,right,3,R,correct,0.8913956
83.15528,right,1,R,correct,0.803421
88.58411,right,1,R,correct,0.9671249
93.16691,right,3,R,correct,1.004639
97.68079,left,5,L,correct,1.268402
103.1786,left,6,L,correct,1.074318
108.873,left,4,R,character_mistake,0.9959335
112.5513,left,2,L,correct,1.366562
117.7983,left,
