Time,LorR,Question,Character,Answer_State,Answer_Time
12.7148,left,4,L,correct,0.66782
16.20936,left,1,R,character_mistake,0.4299316
16.37148,right,9999,xxx,irrelevant_answer,9999
21.43904,left,6,L,correct,0.6169128
24.22122,right,3,R,correct,0.7243958
29.11915,right,2,R,correct,0.5588799
34.27167,left,5,L,correct,0.6010323
37.44992,left,3,L,correct,0.7813454
42.08266,left,4,R,character_mistake,0.8126068
46.23992,right,5,R,correct,0.6261673
49.159,right,6,R,correct,0.7387085
53.14823,left,1,L,correct,0.6600952
58.1614,left,2,L,correct,0.9749374
62.28353,left,4,L,correct,0.6963959
67.62177,left,1,L,correct,0.8119888
71.53314,left,5,R,character_mistake,0.6405334
74.43697,left,3,L,correct,0.6183319
79.31999,left,2,L,correct,0.7060165
83.13852,right,6,R,correct,0.5862122
86.41307,left,1,L,correct,0.8051682
89.70154,right,6,R,correct,0.6623154
92.7993,left,5,L,correct,0.6709747
97.60829,right,3,R,correct,0.7184143
101.7131,right,2,R,correct,0.5642929
106.627,right,4,R,correct,0.6841202
11
