time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
8.921722,1,1.1,-0.8734451,-0.3632543,-0.9465669,-0.5047442
13.85221,2,1.1,-2.688581,-0.7501106,-2.431673,-0.6764675
18.7801,3,1.1,-0.1364129,-0.5602416,-0.1369575,-0.4633707
22.85981,4,1.1,0.2782177,-0.6269544,0.3247653,-0.583577
27.33947,5,1.1,0.7703494,-0.1331597,0.8107802,0.04131605
35.41025,6,1.1,-0.2943425,0.53964,-0.04951534,0.5525411
47.53503,7,1.1,-1.84033,0.1791011,-1.453018,-0.03572635
56.49745,8,1.1,-1.443323,0.824712,-1.721619,0.8631138
61.0633,9,1.1,0.4240375,-0.4193066,0.4979628,-0.5509726
64.68372,10,1.1,0.2672978,-0.6749215,0.4076066,-0.8700557
68.55698,11,1.1,0.5839843,0.154578,0.2597314,-0.02609112
72.95908,12,1.1,0.2258811,-1.082003,0.2032228,-1.398274
86.28479,13,1.1,-2.350791,1.085427,-2.428545,1.306224
91.14084,14,1.1,-2.362132,-0.8975421,-2.42547,-1.1141
95.05669,15,1.1,-1.300846,-0.1070141,-1.633744,-0.3941745
108.142,16,1.1,-0.6410275,-1.642092,-0.4952413,-1.400544
112.8434,17,1.1,0.0819
