time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
10.55741,1,1.3,-0.9312727,-1.58138,-0.6040737,-1.314859
14.44326,2,1.3,-0.1985751,-1.356743,-0.1272469,-1.417483
18.38401,3,1.3,-2.218758,-0.4372893,-2.261088,-0.345715
23.12961,4,1.3,-0.1185377,-0.3472903,-0.1585224,-0.3644738
27.04802,5,1.3,1.27319,-0.5103161,1.347279,-0.4416476
30.5401,6,1.3,0.1922518,1.497578,0.7039798,1.159909
35.70341,7,1.3,-1.319481,-1.695598,-1.356354,-1.300608
40.35614,8,1.3,0.472899,-0.4843628,0.3495793,-0.5456816
44.07944,9,1.3,0.5928655,-0.251285,0.5710738,-0.1547364
49.35787,10,1.3,-1.153872,-0.5581498,-1.114789,-0.4031034
54.57653,11,1.3,-1.636541,-1.594544,-1.450969,-1.263237
59.31136,12,1.3,-0.5653767,-0.6954186,-0.6655043,-0.8923964
63.65797,13,1.3,0.2307232,-0.6228271,0.222194,-0.2483822
67.56327,14,1.3,2.516199,-0.925806,2.02406,-0.8546256
72.01989,15,1.3,-0.4613537,-0.5815588,-0.5700591,-0.5828645
75.72321,16,1.3,-0.6581793,-0.3497306,-0.6019016,-0.1275848
79.46273,17,1.3,-0.
