time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
45.77746,1,1.5,-1.077312,-0.5405098,-1.21265,-0.5562549
68.16189,2,1.5,-0.5520268,0.6312532,-0.5748968,1.252607
72.68752,3,1.5,-0.6043684,-0.1309693,-0.3451231,-0.5743606
78.60297,4,1.5,-1.165409,-1.712616,-1.619208,-1.369732
90.41921,5,1.5,-1.259099,-0.5769724,-1.5802,-0.227559
104.0013,6,1.5,-0.4775635,-1.629123,-0.8718228,-1.309268
121.5089,7,1.5,-1.13131,-0.9319555,-0.7005455,-1.389441
126.6676,8,1.5,-0.6695898,-1.329746,-0.2707209,-1.263107
132.4269,9,1.5,-1.736905,-1.07855,-2.08162,-0.7826181
149.419,10,1.5,-2.55095,-0.8678395,-2.342542,-1.159922
155.8613,11,1.5,-0.4644668,-0.6684659,-0.9129885,-0.5635355
159.92,12,1.5,-1.749644,-1.415745,-1.823226,-1.44745
168.2809,13,1.5,0.2619443,-1.114212,0.493819,-1.471237
173.2774,14,1.5,-0.7308719,-0.6848159,-1.140963,-0.7373724
183.9341,15,1.5,-2.371886,0.8990437,-2.111605,0.6899806
191.1864,16,1.5,-0.5190417,-1.681503,-0.497691,-1.074253
197.633,17,1.5,-1.776396,-0.8239656,-1.155678,-0.7042647
205.9626,18,1.5,-2.680932,1.378687,-2.452697,0.95541
211.1662,19,1.5,-1.067579,0.006367024,-0.9157721,-0.5570319
216.6505,20,1.5,1.957743,-0.4681484,1.618147,-0.6655363
226.4689,21,1.5,-1.867478,-0.03313849,-1.38403,0.2043037
237.8679,22,1.5,2.398856,-1.254773,1.664285,-1.268675
247.1316,23,1.5,-2.402112,1.05048,-2.463039,1.290627
254.3226,24,1.5,-1.331466,0.3483937,-1.085586,0.7249848
260.5439,25,1.5,-1.732384,-0.5142415,-2.061465,-0.02149081
316.3282,26,1.5,-2.116187,-0.1891717,-2.341336,0.03375779
321.2507,27,1.5,-1.357881,-0.4786709,-1.475208,-0.5084704
326.1402,28,1.5,-1.165441,-0.9401802,-1.183009,-1.363844
333.4443,29,1.5,1.235179,1.235142,1.582857,1.439577
340.8575,30,1.5,1.659544,-0.1126622,1.927101,0.2805956
354.9993,31,1.5,-0.9845989,1.000703,-0.9362873,1.168989
359.446,32,1.5,0.6081769,-0.03828378,0.66875,-0.244918
364.1778,33,1.5,0.2091747,-1.514514,0.3539214,-1.160721
375.9886,34,1.5,1.435746,1.68395,1.051562,1.328448
397.8364,35,1.5,-2.459919,-0.
