Time,LorR,Question,Character,Answer_State,Answer_Time
8.499664,right,5,R,correct,0.8373528
12.82713,right,2,R,correct,0.7617493
17.43251,left,3,L,correct,0.6651535
21.57476,right,6,R,correct,0.8675575
26.06621,right,4,R,correct,0.669529
31.09107,right,1,R,correct,0.6505547
34.41485,left,2,L,correct,0.9429169
37.28788,right,3,R,correct,0.6958771
41.06189,left,5,L,correct,1.332382
46.67179,left,4,L,correct,0.6745834
51.76397,left,1,L,correct,0.7854996
57.39753,left,6,L,correct,0.7423325
60.79683,right,6,R,correct,0.7468643
66.50212,right,3,R,correct,0.9875183
69.84921,right,5,R,correct,0.8021393
73.23318,right,2,R,correct,0.6300507
77.41734,right,1,R,correct,0.7594223
82.51402,left,4,L,correct,1.022842
87.01523,right,1,R,correct,1.257515
91.01465,right,3,R,correct,1.113319
94.67717,left,2,L,correct,0.9636917
98.75333,left,6,L,correct,0.8693008
102.8371,right,5,R,correct,0.640564
106.5013,right,4,R,correct,0.5882263
110.9249,right,2,R,correct,1.767197
116.7291,right,1,L,character_mistak
