Time,LorR,Question,Character,Answer_State,Answer_Time
15.6807,right,6,R,correct,0.8299274
19.59413,left,4,L,correct,0.9153671
24.07955,left,5,L,correct,0.8546371
28.59233,left,1,L,correct,1.324001
32.80894,right,2,R,correct,0.6417351
38.23866,right,3,R,correct,0.9343605
41.18256,left,2,L,correct,0.7735939
44.98523,right,5,R,correct,0.8144341
50.64931,right,1,R,correct,0.6538239
54.89154,left,6,L,correct,0.7888718
58.11915,left,3,L,correct,0.9509659
61.40005,right,4,R,correct,0.9212265
64.34213,right,5,R,correct,0.8688431
67.92757,right,3,R,correct,1.512314
73.50339,left,6,L,correct,0.8212357
78.43184,right,4,R,correct,0.9803619
84.32962,left,2,L,correct,1.058258
87.34575,left,1,L,correct,0.9444351
93.36517,left,5,L,correct,1.025253
98.23888,left,1,L,correct,0.773735
103.6176,right,6,R,correct,1.354088
106.7531,right,2,R,correct,0.8281021
112.6176,left,3,L,correct,1.095825
116.3343,left,4,L,correct,0.9988098
122.1276,right,5,R,correct,0.8739471
127.1384,left,4,R,character_mistake,0.78
