Time,LorR,Question,Character,Answer_State,Answer_Time
2.691492,left,9999,xx,irrelevant_answer,9999
10.26646,left,4,L,correct,0.9251823
16.06377,right,9999,xxx,irrelevant_answer,9999
20.20288,left,1,L,correct,1.032661
23.52789,left,5,L,correct,0.9256401
28.43451,right,3,R,correct,1.201153
33.66104,left,6,R,character_mistake,1.083591
37.75273,right,4,R,correct,1.581112
43.60021,left,6,L,correct,0.846489
47.80851,right,3,L,character_mistake,0.761837
47.95296,left,9999,xx,irrelevant_answer,9999
51.35497,right,1,R,correct,1.07029
54.60059,left,2,L,correct,0.8314819
57.58159,right,5,R,correct,0.7266388
62.25214,right,2,R,correct,0.8786316
65.94913,right,1,L,character_mistake,0.8814621
66.06697,left,9999,xx,irrelevant_answer,9999
71.70996,right,6,R,correct,0.853653
74.9389,right,5,R,correct,0.9960098
80.69191,left,4,L,correct,1.593468
86.29705,left,3,L,correct,0.9588852
90.04749,right,6,R,correct,0.8620605
93.6143,left,2,L,correct,0.7603531
97.98219,right,3,R,correct,1.347054
108.852,right,5
