Time,LorR,Question,Character,Answer_State,Answer_Time
4.099773,left,9999,xx,irrelevant_answer,9999
10.42065,right,2,R,correct,0.8371124
14.4281,right,4,R,correct,0.6230965
19.41695,right,3,R,correct,0.5529289
24.77232,left,6,L,correct,0.8927231
29.36511,right,5,R,correct,0.9628143
33.89752,right,1,R,correct,1.001606
39.00459,left,5,L,correct,0.6004791
42.19427,left,3,L,correct,0.8614502
46.68743,left,2,L,correct,0.7027512
50.20667,left,1,L,correct,0.600708
53.42459,right,6,R,correct,0.8797455
57.49004,left,4,L,correct,0.7470398
61.75918,right,5,R,correct,0.6084213
65.62886,right,3,R,correct,1.289238
69.47141,right,6,R,correct,0.819458
73.28252,left,2,L,correct,0.8161163
77.39818,right,4,R,correct,0.7854843
82.07427,left,1,L,correct,0.7057724
85.75785,right,4,R,correct,0.7544174
89.17665,left,2,L,correct,0.6954803
93.20845,right,6,R,correct,0.6221924
96.68921,left,3,L,correct,0.6407928
100.4061,right,1,R,correct,0.8258133
105.0007,left,5,L,correct,0.6533661
108.7648,left,6,L,correct,0
