Time,LorR,Question,Character,Answer_State,Answer_Time
18.88746,right,4,R,correct,0.7398109
24.6726,right,3,R,correct,1.124313
29.52473,left,5,L,correct,0.649559
33.12816,left,6,L,correct,0.7818756
37.66749,left,2,L,correct,0.7310066
40.88538,left,1,L,correct,0.7705421
45.16908,left,4,L,correct,1.050793
49.90456,right,6,R,correct,1.041466
54.62925,right,2,R,correct,0.6440353
60.00099,right,1,R,correct,1.155838
63.70068,left,3,L,correct,0.6962128
67.23079,right,5,R,correct,0.8205109
72.15456,right,4,R,correct,0.8697433
76.00249,left,3,L,correct,1.090454
80.94569,left,6,L,correct,0.8437576
84.95961,right,1,R,correct,0.6956253
88.94511,left,2,L,correct,0.5251465
93.6284,right,5,R,correct,0.64505
97.73958,right,4,R,correct,0.6930618
102.581,right,2,R,correct,1.132401
107.8945,right,6,L,character_mistake,0.9045792
108.0251,left,9999,xx,irrelevant_answer,9999
110.8941,right,3,R,correct,0.6448822
116.1917,left,1,L,correct,0.7376862
121.3432,right,5,R,correct,1.064743
126.979,left,6,R,charact
