time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
33.80802,1,1.5,-0.8125492,-0.7124614,-0.8353837,-0.7659042
46.04671,2,1.5,0.5125773,-1.616885,0.3454626,-1.472693
50.37269,3,1.5,0.4929716,-0.7048881,0.5506047,-1.199634
53.79378,4,1.5,-0.8097548,0.6613715,-0.6891781,0.3470722
58.35022,5,1.5,0.7744713,0.005287979,0.8176236,0.01399617
63.08834,6,1.5,-0.2477361,-0.4932149,-0.06930261,-0.5680214
67.1091,7,1.5,-0.04222323,-1.510822,-0.1488089,-1.126722
70.9059,8,1.5,-2.137913,-0.9066995,-1.94274,-0.9443433
79.32624,9,1.5,-2.182253,-1.198663,-1.769789,-1.322743
87.43904,10,1.5,-1.504109,-1.502629,-1.344149,-1.349966
98.04156,11,1.5,-1.860541,0.5160424,-1.698869,0.4823063
103.0342,12,1.5,-0.2724137,-1.6061,-0.1448422,-1.121549
108.1025,13,1.5,-0.3055358,-0.7276736,-0.0948393,-0.7767747
112.8537,14,1.5,-0.9364258,-0.5686613,-0.9749736,-0.5698422
117.9361,15,1.5,0.4440718,-1.36291,0.3630399,-1.490662
122.3203,16,1.5,1.988081,-0.7453018,2.008399,-0.5391198
126.5352,17,1.5,-0.07345717,-1.13582,0.158194,-1.087544
130.8904,18,1.5,-2.58166,-0.7149468,-2.469872,-0.7678227
140.9513,19,1.5,-0.1424406,-0.929341,-0.2309702,-0.505657
149.5175,20,1.5,-0.3902915,0.4371016,-0.3051729,0.3093159
154.5591,21,1.5,-0.6282715,-0.7145376,-0.253288,-0.5752904
171.3704,22,1.5,0.0007570432,1.242596,0.2603492,1.401024
175.9491,23,1.5,-1.464512,-0.3460356,-1.011848,-0.5110765
180.5308,24,1.5,-0.3078772,-0.6829777,-0.131094,-0.542853
185.243,25,1.5,-2.076788,-1.177293,-2.05791,-1.225322
190.0794,26,1.5,-1.927844,-1.609688,-1.800768,-0.9308043
198.7474,27,1.5,1.06261,-1.270388,1.016852,-1.018061
205.1783,28,1.5,-1.843185,1.185018,-1.595039,1.479105
208.9883,29,1.5,-2.265022,-0.8509156,-2.313726,-0.7705591
214.5677,30,1.5,0.002277874,-0.521382,0.07182358,-0.5446347
219.2498,31,1.5,-1.087737,-0.3619311,-1.015131,-0.4818675
226.5817,32,1.5,-2.85146,0.7789234,-2.247869,0.8418051
231.5904,33,1.5,1.427855,-1.169655,1.380503,-1.340905
243.3371,34,1.5,-1.361144,-0.625944,-1.611473,-0.3532765