Time,LorR,Question,Character,Answer_State,Answer_Time
17.34264,right,3,R,correct,0.692112
20.20053,right,2,R,correct,0.7051468
24.92876,right,5,R,correct,0.8227768
29.46423,right,4,R,correct,1.059608
33.47929,right,6,R,correct,0.7977219
37.9837,right,1,L,character_mistake,0.667305
38.27568,left,9999,xx,irrelevant_answer,9999
43.32171,left,6,L,correct,0.615715
48.27911,left,2,L,correct,1.305855
52.32268,right,1,R,correct,0.898201
57.76816,left,4,L,correct,0.731102
63.2913,left,5,L,correct,0.9284439
67.27274,left,3,L,correct,0.8000336
70.64795,right,3,R,correct,0.8658371
75.17426,left,6,L,correct,1.024696
80.62396,left,1,L,correct,0.6940689
85.58881,left,2,L,correct,0.76091
91.01424,left,4,L,correct,1.14537
95.04913,right,5,R,correct,0.8743744
98.26898,left,6,L,correct,1.048706
102.8915,right,2,R,correct,0.6587677
106.0778,left,5,L,correct,0.7440643
109.7529,left,4,L,correct,0.7199554
112.5323,left,3,L,correct,0.6456604
117.2485,right,1,R,correct,1.204208
122.7186,right,6,R,correct,0.8
