Time,LorR,Question,Character,Answer_State,Answer_Time
1.6148,right,9999,xxx,irrelevant_answer,9999
1.649091,left,9999,xx,irrelevant_answer,9999
2.102077,right,9999,xxx,irrelevant_answer,9999
2.174392,left,9999,xx,irrelevant_answer,9999
2.290238,right,9999,xxx,irrelevant_answer,9999
2.629832,left,9999,xx,irrelevant_answer,9999
2.654948,right,9999,xxx,irrelevant_answer,9999
2.850194,right,9999,xxx,irrelevant_answer,9999
2.909587,left,9999,xx,irrelevant_answer,9999
3.300584,right,9999,xxx,irrelevant_answer,9999
3.315139,left,9999,xx,irrelevant_answer,9999
3.531861,left,9999,xx,irrelevant_answer,9999
3.615264,right,9999,xxx,irrelevant_answer,9999
3.730338,left,9999,xx,irrelevant_answer,9999
3.828879,left,9999,xx,irrelevant_answer,9999
4.004535,right,9999,xxx,irrelevant_answer,9999
4.024238,left,9999,xx,irrelevant_answer,9999
25.69557,left,3,L,correct,1.717468
30.59084,right,5,R,correct,1.135727
34.35046,right,4,R,correct,0.9608955
38.41983,right,6,R,correct,0.9357224
43.38858,right,2,R,corre
