Time,LorR,Question,Character,Answer_State,Answer_Time
3.299103,left,9999,xx,irrelevant_answer,9999
19.13034,left,3,L,correct,1.287838
24.04998,right,5,R,correct,0.8409004
30.07739,right,2,R,correct,1.2272
35.73476,left,6,L,correct,0.7907944
39.25535,left,1,L,correct,0.9827805
43.12038,left,4,L,correct,0.7569275
47.24142,left,5,L,correct,1.104202
51.19118,left,2,L,correct,0.8251343
55.92605,right,1,R,correct,1.601158
59.69415,right,3,R,correct,1.040817
65.64532,right,6,R,correct,0.9516754
71.55812,right,4,R,correct,1.040382
76.90198,right,3,R,correct,0.9941864
80.76418,left,2,L,correct,0.8278961
85.52087,right,1,R,correct,0.7382889
89.16203,right,4,R,correct,1.024208
93.16455,left,5,L,correct,0.8659134
98.81361,left,6,L,correct,0.8693924
103.0534,left,2,L,correct,1.028679
107.6106,right,9999,xxx,irrelevant_answer,9999
111.8397,right,6,R,correct,0.8334198
115.2151,right,4,R,correct,1.281876
120.0497,right,5,R,correct,1.446884
125.8456,right,3,R,correct,1.121109
129.6015,right,5,L,chara
