Time,LorR,Question,Character,Answer_State,Answer_Time
10.39043,left,1,L,correct,1.077139
15.05914,left,2,L,correct,0.8651867
20.43948,right,5,R,correct,0.9500198
23.50722,left,3,L,correct,0.911438
28.36415,left,4,L,correct,0.9786148
32.29856,right,6,R,correct,0.934742
36.20176,right,1,R,correct,1.045673
39.52925,right,2,R,correct,1.254181
43.68702,left,6,L,correct,0.840744
47.89742,right,3,R,correct,0.7447395
51.15152,left,5,L,correct,0.8153534
54.65342,right,4,R,correct,0.982605
58.351,left,3,L,correct,0.7996597
61.12106,right,5,R,correct,0.7168121
65.27776,left,1,L,correct,1.048294
69.54238,right,2,R,correct,1.275169
74.88725,left,4,L,correct,1.017105
80.04593,left,6,L,correct,0.8970413
83.19201,right,3,R,correct,0.8230591
88.18387,left,4,L,correct,1.00338
93.53659,left,2,L,correct,1.155128
97.80943,left,6,L,correct,1.5961
103.099,left,5,L,correct,0.8622818
108.4975,left,1,L,correct,1.081039
112.6627,left,9999,xx,irrelevant_answer,9999
117.8082,right,9999,xxx,irrelevant_answer,9999
