Time,LorR,Question,Character,Answer_State,Answer_Time
19.67618,right,5,R,correct,1.081474
24.18136,left,6,L,correct,1.006916
27.95812,left,2,L,correct,1.055859
30.97348,left,1,L,correct,0.9468269
36.11862,right,3,R,correct,1.331062
39.53329,left,4,L,correct,0.7581329
43.8082,left,3,L,correct,0.8907166
47.98439,right,4,R,correct,1.750992
52.24951,right,6,R,correct,0.7458344
57.04153,right,2,R,correct,1.002525
57.48407,right,9999,xxx,irrelevant_answer,9999
61.68463,right,1,R,correct,1.126694
65.27856,left,5,L,correct,1.557693
71.02715,right,3,R,correct,0.7973785
76.52612,right,6,R,correct,0.8041992
81.25706,left,4,L,correct,1.641495
85.77969,right,5,R,correct,0.8109283
91.46526,right,2,R,correct,0.8984375
95.62427,left,1,L,correct,1.133385
99.54489,right,5,R,correct,1.418152
102.4395,right,6,R,correct,0.8630524
108.1562,left,1,L,correct,1.135345
114.1009,left,2,L,correct,1.057022
118.1892,left,3,L,correct,1.20018
121.7176,left,4,L,correct,0.8859253
125.4566,right,4,R,correct,1.067932
