Time,LorR,Question,Character,Answer_State,Answer_Time
30.69213,right,1,R,correct,1.360558
35.16405,left,6,L,correct,1.119362
38.99697,left,2,L,correct,1.387508
42.96915,right,3,R,correct,1.092514
46.07465,left,4,L,correct,0.8401184
51.92335,right,5,R,correct,1.073402
52.41161,right,9999,xxx,irrelevant_answer,9999
56.18124,right,4,R,correct,0.9125671
61.30161,right,2,R,correct,1.221672
66.63805,left,5,L,correct,1.019211
70.52776,left,3,L,correct,1.115196
73.92098,right,6,R,correct,1.016075
79.25566,left,1,L,correct,1.314018
84.8327,left,2,L,correct,1.087143
89.63783,right,5,R,correct,1.092056
93.41743,left,3,L,correct,0.9651718
98.06322,right,6,R,correct,0.8361511
102.3252,right,4,R,correct,0.9259644
105.6817,left,1,L,correct,0.9044342
110.7646,right,4,R,correct,1.171265
115.4039,left,5,L,correct,1.13176
120.3355,left,3,L,correct,0.9391327
125.4756,right,6,R,correct,1.127121
130.6994,left,1,L,correct,1.114212
134.7903,left,9999,xx,irrelevant_answer,9999
140.1878,right,5,R,correct,0.92
