Time,LorR,Question,Character,Answer_State,Answer_Time
20.10929,left,4,L,correct,1.097084
24.39271,left,5,L,correct,1.251049
29.01884,left,1,L,correct,0.7831345
32.47804,right,2,R,correct,0.8224335
37.47631,right,6,R,correct,0.8111687
42.99506,left,3,L,correct,0.9031372
46.27911,right,4,R,correct,1.08532
51.59959,right,5,R,correct,0.7604523
56.82642,left,6,L,correct,0.8868256
61.66162,right,3,R,correct,0.8531036
67.37776,right,1,R,correct,0.7481384
71.80338,left,2,L,correct,0.9431229
76.92705,left,6,L,correct,0.8143997
82.54929,left,3,L,correct,0.8540802
86.41186,left,2,L,correct,0.9558105
91.34748,right,4,R,correct,0.8556595
95.87984,right,5,R,correct,0.8278503
101.1569,left,1,L,correct,0.7600708
104.7994,right,6,R,correct,0.9260712
108.5845,right,1,R,correct,0.8057098
113.9676,right,5,R,correct,0.9552307
117.783,right,3,R,correct,0.8439941
120.7665,left,4,L,correct,0.8518524
121.0832,left,9999,xx,irrelevant_answer,9999
121.3759,left,9999,xx,irrelevant_answer,9999
126.5316,right,2,R,
