Time,LorR,Question,Character,Answer_State,Answer_Time
20.28662,left,6,L,correct,0.9148903
25.94997,left,2,L,correct,1.225712
29.79172,left,5,L,correct,0.8155708
33.40217,left,4,L,correct,0.9470711
37.94785,left,1,L,correct,0.7572479
42.96761,left,3,L,correct,0.7699432
46.34307,right,1,R,correct,1.146515
50.79419,right,4,R,correct,1.156456
56.24976,right,3,R,correct,1.217865
59.96395,right,6,R,correct,0.836731
65.50171,right,5,R,correct,0.7333298
70.39862,right,2,R,correct,1.020699
74.50183,right,5,R,correct,0.7854767
78.85147,right,2,R,correct,0.7513657
84.6291,right,3,R,correct,0.9448547
89.64131,left,1,L,correct,1.007515
93.07492,right,6,R,correct,1.107201
98.56754,left,4,L,correct,0.9700546
103.6278,right,5,R,correct,0.7993469
108.1855,left,3,L,correct,0.9180679
108.4688,left,9999,xx,irrelevant_answer,9999
112.2417,left,1,L,correct,0.9895477
117.2343,right,6,R,correct,0.7919617
123.1056,right,2,R,correct,1.024078
127.6615,left,4,L,correct,0.8291931
127.7616,left,9999,xx,irrelevant
