Time,LorR,Question,Character,Answer_State,Answer_Time
41.35454,left,5,L,correct,1.238251
46.86987,right,4,R,correct,1.245476
51.35568,left,9999,xx,irrelevant_answer,9999
54.86345,left,1,L,correct,0.9365234
59.83292,right,2,R,correct,1.151733
65.61823,left,3,L,correct,0.7890778
70.95079,right,5,R,correct,0.8171768
74.84534,left,4,L,correct,1.010742
79.18752,right,6,R,correct,1.31929
83.83311,right,1,R,correct,1.056503
88.95792,right,3,R,correct,1.091072
93.79063,left,2,L,correct,0.9378281
98.14957,left,5,L,correct,0.819519
103.0134,left,6,L,correct,0.8403244
108.9478,right,4,R,correct,0.9694672
113.6186,right,2,R,correct,0.7601318
116.868,left,1,L,correct,0.8926086
121.1774,right,3,R,correct,0.9571991
126.5784,right,3,R,correct,0.7776947
130.165,right,1,R,correct,0.9646912
133.8276,left,5,L,correct,1.2659
137.5958,right,2,R,correct,0.7874908
141.8284,right,6,R,correct,0.8978271
145.9363,left,4,L,correct,0.9870453
149.0699,right,5,R,correct,1.015961
153.6125,right,4,R,correct,1.032455