Time,LorR,Question,Character,Answer_State,Answer_Time
13.28298,right,3,R,correct,1.11425
18.30696,left,2,L,correct,0.9890633
22.08517,left,5,L,correct,0.8131485
25.34818,right,1,R,correct,1.124344
29.27908,right,6,R,correct,0.8787498
33.70308,right,4,R,correct,1.418797
38.24573,left,1,L,correct,0.8981171
44.03264,right,2,R,correct,0.8226166
48.07016,left,3,L,correct,1.00618
51.16313,left,4,L,correct,0.7687988
56.40216,left,6,L,correct,1.04229
62.37469,right,5,R,correct,1.189148
67.6368,right,1,R,correct,1.111084
72.83318,left,3,L,correct,0.8424301
76.71512,right,2,R,correct,0.7851334
82.15823,left,6,L,correct,0.8595657
87.66399,left,5,L,correct,1.160522
93.2139,left,4,L,correct,1.155853
98.62421,left,1,L,correct,1.105614
102.7287,right,6,R,correct,0.8261337
102.8501,right,9999,xxx,irrelevant_answer,9999
106.074,left,4,L,correct,1.207703
111.4468,left,3,L,correct,0.877533
116.0799,right,5,R,correct,1.120316
120.1775,right,2,R,correct,0.9133453
125.1953,right,3,R,correct,0.9528198
129
