Time,LorR,Question,Character,Answer_State,Answer_Time
9.821093,right,4,R,correct,1.360075
15.30165,right,5,R,correct,0.7848892
19.66947,right,1,R,correct,0.8060226
23.08993,right,6,R,correct,0.6457825
27.84247,right,3,R,correct,0.7847404
31.0237,right,2,R,correct,1.079094
34.30428,left,1,L,correct,0.8837509
37.71062,left,3,L,correct,0.760273
41.52669,left,6,L,correct,0.8425827
44.75634,left,2,L,correct,1.103649
47.95659,left,5,L,correct,0.9544067
51.91782,left,4,L,correct,0.6333237
55.61602,left,1,L,correct,1.032387
61.50332,right,5,R,correct,0.9925308
67.22071,left,6,L,correct,0.7636719
71.72778,left,2,L,correct,0.8821335
75.09087,right,4,R,correct,0.9161682
80.11788,right,3,R,correct,1.244514
83.26233,left,5,L,correct,0.7901611
87.71275,left,6,L,correct,0.7856827
93.21682,right,3,R,correct,0.8210373
98.92831,left,2,L,correct,0.9276123
103.3683,right,4,R,correct,1.08725
108.4758,left,1,L,correct,0.7760239
113.0681,right,2,R,correct,0.7995453
117.3397,right,1,R,correct,0.868988
121.
