Time,LorR,Question,Character,Answer_State,Answer_Time
9.222591,right,4,R,correct,0.9624882
12.88545,right,2,R,correct,1.017925
17.9795,right,3,R,correct,0.6750717
22.76654,right,1,R,correct,0.6435089
25.74174,left,6,L,correct,0.9261818
28.49788,left,5,L,correct,0.7270966
33.38771,left,1,L,correct,0.7630196
36.34792,right,5,R,correct,0.8256721
40.19798,left,2,L,correct,0.6913834
43.81084,left,4,L,correct,0.6851044
49.29138,right,6,R,correct,0.6640015
53.87468,left,3,L,correct,0.7859344
58.49587,right,6,R,correct,0.7134399
61.49002,right,4,R,correct,0.7890854
65.63043,left,3,L,correct,0.6636505
69.98566,right,1,R,correct,0.8191986
73.07144,right,5,R,correct,0.7908783
73.2054,right,9999,xxx,irrelevant_answer,9999
78.5519,left,2,L,correct,1.061844
82.82494,left,2,L,correct,0.7104492
87.84312,right,3,R,correct,0.8718109
92.54495,left,5,L,correct,0.8243637
97.30664,right,6,R,correct,0.8193436
101.3413,left,4,L,correct,0.8207397
105.0661,right,1,R,correct,0.7469254
110.5673,right,5,R,correc
