Time,LorR,Question,Character,Answer_State,Answer_Time
14.29766,right,6,R,correct,0.832201
18.4042,right,3,R,correct,1.028175
23.2865,right,5,R,correct,1.127033
26.74958,right,2,R,correct,0.8053551
31.58222,right,1,R,correct,0.7409325
34.69215,left,4,L,correct,0.8095207
39.06293,left,1,L,correct,0.6867905
43.72916,left,2,L,correct,0.8260345
47.36868,left,5,L,correct,0.7195129
51.52478,right,4,R,correct,0.9349594
56.48736,left,6,L,correct,0.6949005
61.557,left,3,L,correct,0.7361603
66.59032,left,1,L,correct,1.067764
71.33739,right,3,R,correct,0.836586
77.41459,left,2,L,correct,1.192253
81.83022,left,5,L,correct,1.293182
86.23573,right,6,R,correct,0.8104553
91.07797,left,4,L,correct,0.6536407
96.19205,left,4,L,correct,0.7393723
100.1701,left,5,L,correct,1.508163
103.6297,left,1,L,correct,0.9695206
103.8621,left,9999,xx,irrelevant_answer,9999
107.6316,right,2,R,correct,0.8643341
112.7758,left,3,L,correct,0.894577
117.6522,right,6,R,correct,0.8352051
120.8533,right,5,R,correct,0.8550415
