Time,LorR,Question,Character,Answer_State,Answer_Time
15.26056,right,2,R,correct,1.129257
18.26672,left,3,L,correct,0.9047623
23.47178,left,6,L,correct,1.11013
26.46972,left,4,L,correct,0.9055519
31.53589,left,1,L,correct,0.7276421
36.72248,left,5,L,correct,0.796814
40.20859,left,2,L,correct,0.8084373
45.56684,right,6,R,correct,1.177147
49.29413,right,1,R,correct,1.022682
53.51994,right,4,R,correct,0.9966888
58.75524,right,3,R,correct,0.7195816
62.81179,right,5,R,correct,0.76548
67.02785,right,3,R,correct,0.6723022
70.19524,left,1,L,correct,0.8981781
73.07394,left,6,L,correct,0.8127518
76.41537,right,5,R,correct,1.151749
79.95592,right,2,R,correct,0.833313
84.70372,left,4,L,correct,0.7794113
90.12587,right,2,R,correct,0.857048
93.76016,left,3,L,correct,0.9572296
98.39234,left,5,L,correct,0.8275986
102.6351,right,4,R,correct,0.962738
106.7585,right,6,R,correct,0.7268066
112.2669,left,1,L,correct,0.8341522
112.4494,left,9999,xx,irrelevant_answer,9999
115.7798,left,2,L,correct,0.8380737
