Time,LorR,Question,Character,Answer_State,Answer_Time
16.64228,right,5,R,correct,0.6675911
19.90918,left,2,L,correct,0.978569
23.60641,right,6,R,correct,0.7349205
26.30256,right,1,R,correct,0.6010475
26.48919,right,9999,xxx,irrelevant_answer,9999
29.57916,left,4,L,correct,0.994194
34.0927,right,3,R,correct,0.7515106
37.72009,left,6,L,correct,0.6705818
42.56626,left,3,L,correct,0.7034645
48.04219,left,1,L,correct,1.13414
52.20815,right,4,R,correct,0.5544205
57.18306,right,2,R,correct,0.6908035
61.70616,left,5,L,correct,0.6386795
64.9561,right,3,R,correct,0.7155685
67.86209,left,5,L,correct,0.7583771
71.56177,left,1,L,correct,0.9140244
75.90102,right,2,R,correct,0.6245117
81.03444,right,4,R,correct,1.206383
85.84346,left,6,L,correct,1.30806
91.44424,left,1,L,correct,1.077095
97.18294,right,6,R,correct,0.8529663
101.8151,left,3,L,correct,1.064224
107.1861,right,5,R,correct,0.8039703
110.9449,right,4,R,correct,1.366791
114.68,left,2,L,correct,1.040131
118.6986,left,5,L,correct,0.7266541